centre,person,sim
brevan_howard,alan_hughes,0.0128205128205
centre_for_management_buy_out_research,alan_hughes,0.0308641975309
digital_city_exchange,alan_hughes,0.0301204819277
energy_business_research,alan_hughes,0.0289855072464
enterprise_research_centre,alan_hughes,0.0217391304348
ghandi_centre,alan_hughes,0.0397350993377
global_finance_tech,alan_hughes,0.0103092783505
health_mgmt,alan_hughes,0.039603960396
hedge_funds,alan_hughes,0.0103270223752
kpmg,alan_hughes,0.0147368421053
risk_mgmt,alan_hughes,0.0217391304348
brevan_howard,anand,0.0542635658915
centre_for_management_buy_out_research,anand,0.0566037735849
digital_city_exchange,anand,0.0506912442396
energy_business_research,anand,0.0364583333333
enterprise_research_centre,anand,0.0342465753425
ghandi_centre,anand,0.0808080808081
global_finance_tech,anand,0.0264900662252
health_mgmt,anand,0.0595238095238
hedge_funds,anand,0.0287539936102
kpmg,anand,0.0506822612086
risk_mgmt,anand,0.0272108843537
brevan_howard,a_buraschi,0.0309278350515
centre_for_management_buy_out_research,a_buraschi,0.032967032967
digital_city_exchange,a_buraschi,0.0378378378378
energy_business_research,a_buraschi,0.0251572327044
enterprise_research_centre,a_buraschi,0.0454545454545
ghandi_centre,a_buraschi,0.028901734104
global_finance_tech,a_buraschi,0.0258620689655
health_mgmt,a_buraschi,0.03125
hedge_funds,a_buraschi,0.027027027027
kpmg,a_buraschi,0.0120724346076
risk_mgmt,a_buraschi,0.00877192982456
brevan_howard,a_eisingerich,0.0428571428571
centre_for_management_buy_out_research,a_eisingerich,0.0733944954128
digital_city_exchange,a_eisingerich,0.067264573991
energy_business_research,a_eisingerich,0.0502512562814
enterprise_research_centre,a_eisingerich,0.0454545454545
ghandi_centre,a_eisingerich,0.0516431924883
global_finance_tech,a_eisingerich,0.0185185185185
health_mgmt,a_eisingerich,0.0736434108527
hedge_funds,a_eisingerich,0.0380952380952
kpmg,a_eisingerich,0.0578034682081
risk_mgmt,a_eisingerich,0.0254777070064
brevan_howard,a_kirilenko,0.0462962962963
centre_for_management_buy_out_research,a_kirilenko,0.0307692307692
digital_city_exchange,a_kirilenko,0.0301507537688
energy_business_research,a_kirilenko,0.0114942528736
enterprise_research_centre,a_kirilenko,0.024
ghandi_centre,a_kirilenko,0.0494505494505
global_finance_tech,a_kirilenko,0.0393700787402
health_mgmt,a_kirilenko,0.0472103004292
hedge_funds,a_kirilenko,0.0332778702163
kpmg,a_kirilenko,0.0382293762575
risk_mgmt,a_kirilenko,0.015873015873
brevan_howard,a_leiponen,0.0117647058824
centre_for_management_buy_out_research,a_leiponen,0.0175438596491
digital_city_exchange,a_leiponen,0.0409356725146
energy_business_research,a_leiponen,0.0205479452055
enterprise_research_centre,a_leiponen,0.01
ghandi_centre,a_leiponen,0.0379746835443
global_finance_tech,a_leiponen,0.00961538461538
health_mgmt,a_leiponen,0.0284360189573
hedge_funds,a_leiponen,0.0136518771331
kpmg,a_leiponen,0.016632016632
risk_mgmt,a_leiponen,0.020202020202
brevan_howard,a_michaelides,0.0434782608696
centre_for_management_buy_out_research,a_michaelides,0.0337078651685
digital_city_exchange,a_michaelides,0.0217391304348
energy_business_research,a_michaelides,0.0127388535032
enterprise_research_centre,a_michaelides,0.0373831775701
ghandi_centre,a_michaelides,0.0235294117647
global_finance_tech,a_michaelides,0.0267857142857
health_mgmt,a_michaelides,0.0318181818182
hedge_funds,a_michaelides,0.0185497470489
kpmg,a_michaelides,0.0183673469388
risk_mgmt,a_michaelides,0.0183486238532
brevan_howard,a_terwal,0.0485436893204
centre_for_management_buy_out_research,a_terwal,0.0652173913043
digital_city_exchange,a_terwal,0.0362694300518
energy_business_research,a_terwal,0.0363636363636
enterprise_research_centre,a_terwal,0.0512820512821
ghandi_centre,a_terwal,0.0508474576271
global_finance_tech,a_terwal,0.0325203252033
health_mgmt,a_terwal,0.0436681222707
hedge_funds,a_terwal,0.0198675496689
kpmg,a_terwal,0.0344129554656
risk_mgmt,a_terwal,0.0165289256198
brevan_howard,a_tsoukalas,0.0113636363636
centre_for_management_buy_out_research,a_tsoukalas,0.0290697674419
digital_city_exchange,a_tsoukalas,0.0168539325843
energy_business_research,a_tsoukalas,0.0133333333333
enterprise_research_centre,a_tsoukalas,0.0196078431373
ghandi_centre,a_tsoukalas,0.0182926829268
global_finance_tech,a_tsoukalas,0.00934579439252
health_mgmt,a_tsoukalas,0.00917431192661
hedge_funds,a_tsoukalas,0.010152284264
kpmg,a_tsoukalas,0.0102669404517
risk_mgmt,a_tsoukalas,0.0
brevan_howard,a_vernet,0.0434782608696
centre_for_management_buy_out_research,a_vernet,0.0642201834862
digital_city_exchange,a_vernet,0.0582959641256
energy_business_research,a_vernet,0.078125
enterprise_research_centre,a_vernet,0.0671140939597
ghandi_centre,a_vernet,0.0521327014218
global_finance_tech,a_vernet,0.0448717948718
health_mgmt,a_vernet,0.0869565217391
hedge_funds,a_vernet,0.0365659777424
kpmg,a_vernet,0.0621359223301
risk_mgmt,a_vernet,0.0324675324675
brevan_howard,a_wadhwa,0.036036036036
centre_for_management_buy_out_research,a_wadhwa,0.0572916666667
digital_city_exchange,a_wadhwa,0.0507614213198
energy_business_research,a_wadhwa,0.0229885057471
enterprise_research_centre,a_wadhwa,0.0483870967742
ghandi_centre,a_wadhwa,0.0546448087432
global_finance_tech,a_wadhwa,0.0229007633588
health_mgmt,a_wadhwa,0.0423728813559
hedge_funds,a_wadhwa,0.0263591433278
kpmg,a_wadhwa,0.0339321357285
risk_mgmt,a_wadhwa,0.04
brevan_howard,b_biais,0.0113636363636
centre_for_management_buy_out_research,b_biais,0.0290697674419
digital_city_exchange,b_biais,0.0168539325843
energy_business_research,b_biais,0.0133333333333
enterprise_research_centre,b_biais,0.0196078431373
ghandi_centre,b_biais,0.0182926829268
global_finance_tech,b_biais,0.00934579439252
health_mgmt,b_biais,0.00917431192661
hedge_funds,b_biais,0.010152284264
kpmg,b_biais,0.0102669404517
risk_mgmt,b_biais,0.0
brevan_howard,b_clarysse,0.0434782608696
centre_for_management_buy_out_research,b_clarysse,0.0790697674419
