centre,person,sim
brevan_howard,alan_hughes,0.0197368421053
centre_for_management_buy_out_research,alan_hughes,0.0208333333333
digital_city_exchange,alan_hughes,0.0237154150198
energy_business_research,alan_hughes,0.0348837209302
enterprise_research_centre,alan_hughes,0.027027027027
ghandi_centre,alan_hughes,0.0338345864662
global_finance_tech,alan_hughes,0.0228571428571
health_mgmt,alan_hughes,0.0328358208955
hedge_funds,alan_hughes,0.0160098522167
kpmg,alan_hughes,0.023178807947
risk_mgmt,alan_hughes,0.0238095238095
brevan_howard,anand,0.04329004329
centre_for_management_buy_out_research,anand,0.0555555555556
digital_city_exchange,anand,0.048632218845
energy_business_research,anand,0.0474777448071
enterprise_research_centre,anand,0.0415094339623
ghandi_centre,anand,0.0680473372781
global_finance_tech,anand,0.0392156862745
health_mgmt,anand,0.0536585365854
hedge_funds,anand,0.0317100792752
kpmg,anand,0.0554722638681
risk_mgmt,anand,0.032
brevan_howard,a_buraschi,0.0286885245902
centre_for_management_buy_out_research,a_buraschi,0.0344827586207
digital_city_exchange,a_buraschi,0.031976744186
energy_business_research,a_buraschi,0.034188034188
enterprise_research_centre,a_buraschi,0.04
ghandi_centre,a_buraschi,0.033426183844
global_finance_tech,a_buraschi,0.0338345864662
health_mgmt,a_buraschi,0.0255220417633
hedge_funds,a_buraschi,0.0586206896552
kpmg,a_buraschi,0.0243902439024
risk_mgmt,a_buraschi,0.0268199233716
brevan_howard,a_eisingerich,0.0350194552529
centre_for_management_buy_out_research,a_eisingerich,0.0546875
digital_city_exchange,a_eisingerich,0.0541310541311
energy_business_research,a_eisingerich,0.0470914127424
enterprise_research_centre,a_eisingerich,0.0415224913495
ghandi_centre,a_eisingerich,0.0460704607046
global_finance_tech,a_eisingerich,0.0283687943262
health_mgmt,a_eisingerich,0.0554272517321
hedge_funds,a_eisingerich,0.04
kpmg,a_eisingerich,0.061135371179
risk_mgmt,a_eisingerich,0.0290909090909
brevan_howard,a_kirilenko,0.0330882352941
centre_for_management_buy_out_research,a_kirilenko,0.0243902439024
digital_city_exchange,a_kirilenko,0.0266666666667
energy_business_research,a_kirilenko,0.0287958115183
enterprise_research_centre,a_kirilenko,0.0293159609121
ghandi_centre,a_kirilenko,0.0469973890339
global_finance_tech,a_kirilenko,0.0409556313993
health_mgmt,a_kirilenko,0.0305676855895
hedge_funds,a_kirilenko,0.0427631578947
kpmg,a_kirilenko,0.0391061452514
risk_mgmt,a_kirilenko,0.0205479452055
