centre,person,sim
brevan_howard,alan_hughes,0.0178571428571
centre_for_management_buy_out_research,alan_hughes,0.0471698113208
digital_city_exchange,alan_hughes,0.045045045045
energy_business_research,alan_hughes,0.0449438202247
enterprise_research_centre,alan_hughes,0.03125
ghandi_centre,alan_hughes,0.0521739130435
global_finance_tech,alan_hughes,0.0147058823529
health_mgmt,alan_hughes,0.0529801324503
hedge_funds,alan_hughes,0.0159151193634
kpmg,alan_hughes,0.0239726027397
risk_mgmt,alan_hughes,0.0285714285714
brevan_howard,anand,0.0340909090909
centre_for_management_buy_out_research,anand,0.0507246376812
digital_city_exchange,anand,0.048951048951
energy_business_research,anand,0.0409836065574
enterprise_research_centre,anand,0.010101010101
ghandi_centre,anand,0.0915492957746
global_finance_tech,anand,0.03
health_mgmt,anand,0.0604395604396
hedge_funds,anand,0.0296296296296
kpmg,anand,0.0605095541401
risk_mgmt,anand,0.0291262135922
brevan_howard,a_buraschi,0.0
centre_for_management_buy_out_research,a_buraschi,0.00854700854701
digital_city_exchange,a_buraschi,0.0165289256198
energy_business_research,a_buraschi,0.010101010101
enterprise_research_centre,a_buraschi,0.0281690140845
ghandi_centre,a_buraschi,0.015873015873
global_finance_tech,a_buraschi,0.0133333333333
health_mgmt,a_buraschi,0.0246913580247
hedge_funds,a_buraschi,0.0290237467018
kpmg,a_buraschi,0.00657894736842
risk_mgmt,a_buraschi,0.0
brevan_howard,a_eisingerich,0.0208333333333
centre_for_management_buy_out_research,a_eisingerich,0.0780141843972
digital_city_exchange,a_eisingerich,0.0608108108108
energy_business_research,a_eisingerich,0.0551181102362
enterprise_research_centre,a_eisingerich,0.0288461538462
ghandi_centre,a_eisingerich,0.0519480519481
global_finance_tech,a_eisingerich,0.00917431192661
health_mgmt,a_eisingerich,0.0810810810811
hedge_funds,a_eisingerich,0.0469135802469
kpmg,a_eisingerich,0.0725552050473
risk_mgmt,a_eisingerich,0.0272727272727
brevan_howard,a_kirilenko,0.0285714285714
centre_for_management_buy_out_research,a_kirilenko,0.0161290322581
digital_city_exchange,a_kirilenko,0.0234375
energy_business_research,a_kirilenko,0.00934579439252
enterprise_research_centre,a_kirilenko,0.0125
ghandi_centre,a_kirilenko,0.0381679389313
global_finance_tech,a_kirilenko,0.0632911392405
health_mgmt,a_kirilenko,0.0481927710843
hedge_funds,a_kirilenko,0.0391644908616
kpmg,a_kirilenko,0.036303630363
risk_mgmt,a_kirilenko,0.0116279069767
brevan_howard,a_leiponen,0.0
centre_for_management_buy_out_research,a_leiponen,0.0173913043478
digital_city_exchange,a_leiponen,0.051724137931
energy_business_research,a_leiponen,0.020618556701
enterprise_research_centre,a_leiponen,0.0
ghandi_centre,a_leiponen,0.0409836065574
global_finance_tech,a_leiponen,0.0
health_mgmt,a_leiponen,0.03125
hedge_funds,a_leiponen,0.0183246073298
kpmg,a_leiponen,0.0234899328859
risk_mgmt,a_leiponen,0.012987012987
brevan_howard,a_michaelides,0.0153846153846
centre_for_management_buy_out_research,a_michaelides,0.0169491525424
digital_city_exchange,a_michaelides,0.00806451612903
energy_business_research,a_michaelides,0.0
enterprise_research_centre,a_michaelides,0.0135135135135
ghandi_centre,a_michaelides,0.0077519379845
global_finance_tech,a_michaelides,0.0263157894737
health_mgmt,a_michaelides,0.0243902439024
hedge_funds,a_michaelides,0.0208333333333
kpmg,a_michaelides,0.016501650165
risk_mgmt,a_michaelides,0.0
brevan_howard,a_terwal,0.0140845070423
centre_for_management_buy_out_research,a_terwal,0.0677966101695
digital_city_exchange,a_terwal,0.015503875969
energy_business_research,a_terwal,0.0285714285714
enterprise_research_centre,a_terwal,0.0384615384615
ghandi_centre,a_terwal,0.0461538461538
global_finance_tech,a_terwal,0.0243902439024
health_mgmt,a_terwal,0.0419161676647
hedge_funds,a_terwal,0.0205128205128
kpmg,a_terwal,0.036303630363
risk_mgmt,a_terwal,0.0116279069767
brevan_howard,a_tsoukalas,0.0
centre_for_management_buy_out_research,a_tsoukalas,0.0
digital_city_exchange,a_tsoukalas,0.0
energy_business_research,a_tsoukalas,0.0111111111111
enterprise_research_centre,a_tsoukalas,0.015873015873
ghandi_centre,a_tsoukalas,0.00847457627119
global_finance_tech,a_tsoukalas,0.0
health_mgmt,a_tsoukalas,0.0
hedge_funds,a_tsoukalas,0.00793650793651
kpmg,a_tsoukalas,0.00337837837838
risk_mgmt,a_tsoukalas,0.0
brevan_howard,a_vernet,0.0348837209302
centre_for_management_buy_out_research,a_vernet,0.0671641791045
digital_city_exchange,a_vernet,0.0571428571429
energy_business_research,a_vernet,0.0869565217391
enterprise_research_centre,a_vernet,0.0425531914894
ghandi_centre,a_vernet,0.0551724137931
global_finance_tech,a_vernet,0.0520833333333
health_mgmt,a_vernet,0.0790960451977
hedge_funds,a_vernet,0.0349127182045
kpmg,a_vernet,0.0608974358974
risk_mgmt,a_vernet,0.0196078431373
brevan_howard,a_wadhwa,0.0
centre_for_management_buy_out_research,a_wadhwa,0.0629921259843
digital_city_exchange,a_wadhwa,0.037037037037
energy_business_research,a_wadhwa,0.0173913043478
enterprise_research_centre,a_wadhwa,0.0344827586207
ghandi_centre,a_wadhwa,0.0507246376812
global_finance_tech,a_wadhwa,0.0108695652174
health_mgmt,a_wadhwa,0.0457142857143
hedge_funds,a_wadhwa,0.0329949238579
kpmg,a_wadhwa,0.0319488817891
risk_mgmt,a_wadhwa,0.0434782608696
brevan_howard,b_biais,0.0
centre_for_management_buy_out_research,b_biais,0.0
digital_city_exchange,b_biais,0.0
energy_business_research,b_biais,0.0111111111111
enterprise_research_centre,b_biais,0.015873015873
ghandi_centre,b_biais,0.00847457627119
global_finance_tech,b_biais,0.0
health_mgmt,b_biais,0.0
hedge_funds,b_biais,0.00793650793651
kpmg,b_biais,0.00337837837838
risk_mgmt,b_biais,0.0
brevan_howard,b_clarysse,0.03125
centre_for_management_buy_out_research,b_clarysse,0.0851063829787
digital_city_exchange,b_clarysse,0.025974025974
energy_business_research,b_clarysse,0.046511627907
enterprise_research_centre,b_clarysse,0.0909090909091
ghandi_centre,b_clarysse,0.0794701986755
global_finance_tech,b_clarysse,0.0571428571429
health_mgmt,b_clarysse,0.0414507772021
hedge_funds,b_clarysse,0.0416666666667
kpmg,b_clarysse,0.065625
risk_mgmt,b_clarysse,0.045871559633
brevan_howard,b_cox,0.0
centre_for_management_buy_out_research,b_cox,0.0546875
digital_city_exchange,b_cox,0.0687022900763
energy_business_research,b_cox,0.0353982300885
enterprise_research_centre,b_cox,0.0344827586207
ghandi_centre,b_cox,0.0583941605839
global_finance_tech,b_cox,0.0449438202247
health_mgmt,b_cox,0.0958083832335
hedge_funds,b_cox,0.0251889168766
kpmg,b_cox,0.041935483871
risk_mgmt,b_cox,0.0105263157895
brevan_howard,c_donovan,0.04
centre_for_management_buy_out_research,c_donovan,0.056
digital_city_exchange,c_donovan,0.0378787878788
energy_business_research,c_donovan,0.027027027027
enterprise_research_centre,c_donovan,0.0235294117647
ghandi_centre,c_donovan,0.0518518518519
global_finance_tech,c_donovan,0.0227272727273
health_mgmt,c_donovan,0.0404624277457
hedge_funds,c_donovan,0.027989821883
kpmg,c_donovan,0.0457516339869
risk_mgmt,c_donovan,0.0568181818182
brevan_howard,c_jasmand,0.0135135135135
centre_for_management_buy_out_research,c_jasmand,0.032
digital_city_exchange,c_jasmand,0.046875
energy_business_research,c_jasmand,0.0471698113208
enterprise_research_centre,c_jasmand,0.0243902439024
ghandi_centre,c_jasmand,0.0451127819549
global_finance_tech,c_jasmand,0.0235294117647
health_mgmt,c_jasmand,0.0473372781065
hedge_funds,c_jasmand,0.0203562340967
kpmg,c_jasmand,0.0393442622951
risk_mgmt,c_jasmand,0.0227272727273
brevan_howard,c_love,0.0444444444444
centre_for_management_buy_out_research,c_love,0.0412371134021
digital_city_exchange,c_love,0.00952380952381
energy_business_research,c_love,0.0121951219512
enterprise_research_centre,c_love,0.037037037037
ghandi_centre,c_love,0.0571428571429
global_finance_tech,c_love,0.0172413793103
health_mgmt,c_love,0.0275862068966
hedge_funds,c_love,0.00810810810811
kpmg,c_love,0.0176056338028
risk_mgmt,c_love,0.016393442623
brevan_howard,c_mulligan,0.0125
centre_for_management_buy_out_research,c_mulligan,0.0546875
digital_city_exchange,c_mulligan,0.044776119403
energy_business_research,c_mulligan,0.0353982300885
enterprise_research_centre,c_mulligan,0.0344827586207
ghandi_centre,c_mulligan,0.0583941605839
global_finance_tech,c_mulligan,0.0333333333333
health_mgmt,c_mulligan,0.0639534883721
hedge_funds,c_mulligan,0.0149625935162
kpmg,c_mulligan,0.0487012987013
risk_mgmt,c_mulligan,0.0434782608696
brevan_howard,c_pauwels,0.0
centre_for_management_buy_out_research,c_pauwels,0.0
digital_city_exchange,c_pauwels,0.0
energy_business_research,c_pauwels,0.0
enterprise_research_centre,c_pauwels,0.0
ghandi_centre,c_pauwels,0.0
global_finance_tech,c_pauwels,0.0
health_mgmt,c_pauwels,0.0
hedge_funds,c_pauwels,0.0
kpmg,c_pauwels,0.0
risk_mgmt,c_pauwels,0.0
brevan_howard,c_perdigao-dias-custodio,0.0
centre_for_management_buy_out_research,c_perdigao-dias-custodio,0.0
digital_city_exchange,c_perdigao-dias-custodio,0.0
energy_business_research,c_perdigao-dias-custodio,0.0111111111111
enterprise_research_centre,c_perdigao-dias-custodio,0.015873015873
ghandi_centre,c_perdigao-dias-custodio,0.00847457627119
global_finance_tech,c_perdigao-dias-custodio,0.0
health_mgmt,c_perdigao-dias-custodio,0.0
hedge_funds,c_perdigao-dias-custodio,0.00793650793651
kpmg,c_perdigao-dias-custodio,0.00337837837838
risk_mgmt,c_perdigao-dias-custodio,0.0
brevan_howard,c_propper,0.03
centre_for_management_buy_out_research,c_propper,0.0194805194805
digital_city_exchange,c_propper,0.0451612903226
energy_business_research,c_propper,0.0373134328358
enterprise_research_centre,c_propper,0.00900900900901
ghandi_centre,c_propper,0.0308641975309
global_finance_tech,c_propper,0.036036036036
health_mgmt,c_propper,0.102150537634
